Ref-ID,Acc-ID,Name,Budget y,Realized,Budget y+1,Region,Year,Slack
HRM2_BI0014,14,Verwaltungsvermögen,0,6022740.0288,0.0,BS,2020,0
HRM2_BI0020,20,Fremdkapital,0,7609809.97326,0.0,BS,2020,0
HRM2_BI0029,29,Eigenkapital,0,5903193.65561,0.0,BS,2020,0
HRM2_ER0030,30,Charges de personnel,1336352.2,1340457,1359584,FR,2020,-4104.800000000047
HRM2_ER0031,31,Charges de biens et services et autres charges d'exploitation,396103.3,384342,407401,FR,2020,11761.299999999988
HRM2_neu_ER0033,33,Amortissements du patrimoine administratif,74224.7,69921,82334,FR,2020,4303.699999999997
HRM2_neu_ER0035,35,Attributions aux fonds et financements spéciaux,55550.3,190779,54818,FR,2020,-135228.7
HRM2_ER0036,36,Charges de transfert,1590297.9,1659319,1604609,FR,2020,-69021.1000000001
HRM2_ER0037,37,Subventions à redistribuer,219894.2,221220,223975,FR,2020,-1325.7999999999884
HRM2_ER0039,39,Imputations internes,43578.3,44424,48111,FR,2020,-845.6999999999971
HRM2_neu_ER0040,40,Revenus fiscaux,1401473,1428352,1325556,FR,2020,-26879
HRM2_ER0041,41,Patentes et concessions,39407,139752,19694,FR,2020,-100345
HRM2_ER0042,42,Taxes,245322.8,236003,249291,FR,2020,9319.799999999988
HRM2_neu_ER0043,43,Revenus divers,2109.9,1516,2096,FR,2020,593.9000000000001
HRM2_neu_ER0045,45,Prélèvements sur les fonds et financements spéciaux,154295.4,245110,217171,FR,2020,-90814.6
HRM2_ER0046,46,Revenus de transferts,1506118.7,1496434,1596860,FR,2020,9684.699999999953
HRM2_ER0047,47,Subventions à redistribuer,219894.2,221281,223975,FR,2020,-1386.7999999999884
HRM2_ER0049,49,Imputations internes,43578.3,44424,48111,FR,2020,-845.6999999999971
HRM2_neu_ER0034,34,Charges financières,4053,5596,4921,FR,2020,-1543
HRM2_neu_ER0044,44,Revenus financiers,108402.4,102749,103280,FR,2020,5653.399999999994
HRM2_neu_ER0038,38,Charges extraordinaires,0,21376,0,FR,2020,0
HRM2_neu_ER0048,48,Revenus extraordinaires,0,22599,0,FR,2020,0
HRM2_IR0050,50,Immobilisations corporelles,88280.5,73260,109631,FR,2020,15020.5
HRM2_IR0051,51,Investissements pour le compte de tiers,0,0,0,FR,2020,0
HRM2_IR0052,52,Immobilisations incorporelles,0,0,0,FR,2020,0
HRM2_IR0054,54,Prêts,12773.5,9049,7012,FR,2020,3724.5
HRM2_IR0055,55,Participations et capital social,21500,1500,15600,FR,2020,20000
HRM2_IR0056,56,Propres subventions d'investissement,49361.7,37065,51308,FR,2020,12296.699999999997
HRM2_IR0057,57,Subventions d'investissements à redistribuer,15963,12260,25597,FR,2020,3703
HRM2_neu_IR0058,58,Investissements extraordinaires,0,0,0,FR,2020,0
HRM2_IR0060,60,Transfert d'immobilisations corporelles dans le patrimoine financier,0,1,0,FR,2020,0
HRM2_IR0061,61,Remboursements pour les investissements sur le compte des tiers,0,0,0,FR,2020,0
HRM2_IR0062,62,Vente d'immobilisations incorporelles,0,0,0,FR,2020,0
HRM2_IR0063,63,Subventions d'investissements acquises,8065,7623,8214,FR,2020,442
HRM2_IR0064,64,Remboursement de prêts,11619,11186,11461,FR,2020,433
HRM2_IR0065,65,Transfert de participations,0,0,0,FR,2020,0
